Species,North America,South America,Africa,Asia,Europe,Oceania
Rennell Gerygone,6,6,6,6,6,6
Mangrove Gerygone,6,6,6,6,6,1
Western Gerygone,6,6,6,6,6,1
Brown-breasted Gerygone,6,6,6,3,6,3
Lord Howe Gerygone,6,6,6,6,6,6
Norfolk Island Gerygone,6,6,6,6,6,6
Gray Gerygone,6,6,6,6,6,1
Chatham Islands Gerygone,6,6,6,6,6,3
Papuan Babbler,6,6,6,3,6,4
Gray-crowned Babbler,6,6,6,6,6,1
White-browed Babbler,6,6,6,6,6,1
Hall's Babbler,6,6,6,6,6,3
Chestnut-crowned Babbler,6,6,6,6,6,2
Papuan Logrunner,6,6,6,6,6,5
Australian Logrunner,6,6,6,6,6,1
Chowchilla,6,6,6,6,6,2
Spotted Quail-thrush,6,6,6,6,6,2
Chestnut Quail-thrush,6,6,6,6,6,2
Copperback Quail-thrush,6,6,6,6,6,3
Chestnut-breasted Quail-thrush,6,6,6,6,6,3
Western Quail-thrush,6,6,6,6,6,3
Cinnamon Quail-thrush,6,6,6,6,6,3
Nullarbor Quail-thrush,6,6,6,6,6,3
Painted Quail-thrush,6,6,6,6,6,4
Spotted Jewel-babbler,6,6,6,5,6,5
Blue Jewel-babbler,6,6,6,5,6,4
Dimorphic Jewel-babbler,6,6,6,6,6,6
Chestnut-backed Jewel-babbler,6,6,6,6,6,3
White-bellied Minivet,6,6,6,2,6,6
Jerdon's Minivet,6,6,6,6,6,6
Fiery Minivet,6,6,6,3,6,6
Small Minivet,6,6,6,1,6,6
Gray-chinned Minivet,6,6,6,1,6,6
Sunda Minivet,6,6,6,2,6,6
Short-billed Minivet,6,6,6,2,6,6
Flores Minivet,6,6,6,3,6,6
Long-tailed Minivet,6,6,6,1,6,6
Orange Minivet,6,6,6,1,6,6
Scarlet Minivet,6,6,6,1,6,6
Ryukyu Minivet,6,6,6,1,6,6
Ashy Minivet,6,6,6,1,6,6
Brown-rumped Minivet,6,6,6,1,6,6
Rosy Minivet,6,6,6,2,6,6
Comoro Cuckooshrike,6,6,6,6,6,6
Madagascar Cuckooshrike,6,6,6,6,6,6
Grauer's Cuckooshrike,6,6,6,6,6,6
Gray Cuckooshrike,6,6,2,6,6,6
White-breasted Cuckooshrike,6,6,5,6,6,6
Stout-billed Cuckooshrike,6,6,6,4,6,3
Hooded Cuckooshrike,6,6,6,6,6,4
Pied Cuckooshrike,6,6,6,3,6,6
Cerulean Cuckooshrike,6,6,6,4,6,6
Ground Cuckooshrike,6,6,6,6,6,3
Barred Cuckooshrike,6,6,6,5,6,2
Boyer's Cuckooshrike,6,6,6,3,6,3
Black-faced Cuckooshrike,6,6,6,6,6,1
North Melanesian Cuckooshrike,6,6,6,6,6,5
White-bellied Cuckooshrike,6,6,6,2,6,1
Moluccan Cuckooshrike,6,6,6,5,6,6
Manus Cuckooshrike,6,6,6,6,6,6
South Melanesian Cuckooshrike,6,6,6,6,6,3
Indian Cuckooshrike,6,6,6,1,6,6
Oriental Cuckooshrike,6,6,6,1,6,6
Malayan Cuckooshrike,6,6,6,6,6,6
Bar-bellied Cuckooshrike,6,6,6,5,6,6
Mindoro Cuckooshrike,6,6,6,6,6,6
Visayan Cuckooshrike,6,6,6,6,6,6
Mindanao Cuckooshrike,6,6,6,6,6,6
Sulu Cuckooshrike,6,6,6,6,6,6
Andaman Cuckooshrike,6,6,6,3,6,6
Sunda Cuckooshrike,6,6,6,3,6,6
Wallacean Cuckooshrike,6,6,6,3,6,6
Halmahera Cuckooshrike,6,6,6,5,6,6
Buru Cuckooshrike,6,6,6,5,6,6
White-rumped Cuckooshrike,6,6,6,3,6,6
Slaty Cuckooshrike,6,6,6,5,6,6
Ghana Cuckooshrike,6,6,6,6,6,6
Oriole Cuckooshrike,6,6,6,6,6,6
Black Cuckooshrike,6,6,1,6,6,6
Petit's Cuckooshrike,6,6,3,6,6,6
Red-shouldered Cuckooshrike,6,6,3,6,6,6
Purple-throated Cuckooshrike,6,6,3,6,6,6
Golden Cuckooshrike,6,6,6,4,6,5
McGregor's Cuckooshrike,6,6,6,6,6,6
Polynesian Triller,6,6,6,6,6,2
Samoan Triller,6,6,6,6,6,6
Long-tailed Triller,6,6,6,6,6,3
White-shouldered Triller,6,6,6,1,6,6
White-winged Triller,6,6,6,6,6,1
Black-browed Triller,6,6,6,3,6,5
Biak Triller,6,6,6,4,6,6
White-browed Triller,6,6,6,4,6,6
Varied Triller,6,6,6,5,6,1
Mussau Triller,6,6,6,6,6,6
Black-and-white Triller,6,6,6,6,6,6
White-rumped Triller,6,6,6,3,6,6
Pied Triller,6,6,6,2,6,6
Rufous-bellied Triller,6,6,6,3,6,6
Reunion Cuckooshrike,6,6,6,6,6,6
Mauritius Cuckooshrike,6,6,6,6,6,6
Black-winged Cuckooshrike,6,6,6,1,6,6
Black-headed Cuckooshrike,6,6,6,1,6,6
Lesser Cuckooshrike,6,6,6,3,6,6
Indochinese Cuckooshrike,6,6,6,4,6,6
Pygmy Cuckooshrike,6,6,6,4,6,6
Blue Cuckooshrike,6,6,6,6,6,6
New Caledonian Cuckooshrike,6,6,6,6,6,4
Blackish Cuckooshrike,6,6,6,6,6,6
White-winged Cuckooshrike,6,6,6,6,6,6
Black-bellied Cicadabird,6,6,6,6,6,4
Pale-shouldered Cicadabird,6,6,6,4,6,6
Kai Cicadabird,6,6,6,6,6,6
Timor Cicadabird,6,6,6,6,6,6
Pale Cicadabird,6,6,6,3,6,6
Pohnpei Cicadabird,6,6,6,6,6,6
Black-bibbed Cicadabird,6,6,6,6,6,6
Gray-headed Cicadabird,6,6,6,4,6,4
Black Cicadabird,6,6,6,4,6,3
Solomons Cicadabird,6,6,6,6,6,5
Malaita Cicadabird,6,6,6,6,6,6
Makira Cicadabird,6,6,6,6,6,6
Manus Cicadabird,6,6,6,6,6,6
Sangihe Cicadabird,6,6,6,6,6,6
Palau Cicadabird,6,6,6,6,6,6
Yap Cicadabird,6,6,6,6,6,6
Central Melanesian Cicadabird,6,6,6,6,6,4
Sulawesi Cicadabird,6,6,6,3,6,6
Geelvink Cicadabird,6,6,6,5,6,6
Banggai Cicadabird,6,6,6,6,6,6
Obi Cicadabird,6,6,6,5,6,6
Sula Cicadabird,6,6,6,5,6,6
North Moluccan Cicadabird,6,6,6,4,6,6
Papuan Cicadabird,6,6,6,5,6,4
Bismarck Cicadabird,6,6,6,6,6,6
Rossel Cicadabird,6,6,6,6,6,5
South Moluccan Cicadabird,6,6,6,6,6,6
Sahul Cicadabird,6,6,6,5,6,1
Whitehead,6,6,6,6,6,1
Yellowhead,6,6,6,6,6,2
Pipipi,6,6,6,6,6,1
Black Sittella,6,6,6,6,6,5
Papuan Sittella,6,6,6,6,6,5
Varied Sittella,6,6,6,6,6,1
Papuan Whipbird,6,6,6,6,6,6
Eastern Whipbird,6,6,6,6,6,1
Western Whipbird,6,6,6,6,6,2
Chiming Wedgebill,6,6,6,6,6,2
Chirruping Wedgebill,6,6,6,6,6,2
Wattled Ploughbill,6,6,6,6,6,3
Crested Bellbird,6,6,6,6,6,1
Rufous-naped Bellbird,6,6,6,3,6,3
Piping Bellbird,6,6,6,6,6,5
Eastern Shrike-tit,6,6,6,6,6,1
Western Shrike-tit,6,6,6,6,6,3
Northern Shrike-tit,6,6,6,6,6,5
Tit Berrypecker,6,6,6,5,6,3
Western Crested Berrypecker,6,6,6,6,6,6
Eastern Crested Berrypecker,6,6,6,6,6,4
Black-headed Shrike-Babbler,6,6,6,3,6,6
Pied Shrike-Babbler,6,6,6,6,6,6
White-browed Shrike-Babbler,6,6,6,1,6,6
Green Shrike-Babbler,6,6,6,2,6,6
Black-eared Shrike-Babbler,6,6,6,2,6,6
Trilling Shrike-Babbler,6,6,6,6,6,6
Clicking Shrike-Babbler,6,6,6,2,6,6
White-bellied Erpornis,6,6,6,1,6,6
Rufous-browed Peppershrike,1,1,6,6,6,6
Black-billed Peppershrike,6,1,6,6,6,6
Gray-eyed Greenlet,6,1,6,6,6,6
Rufous-crowned Greenlet,6,1,6,6,6,6
Olivaceous Greenlet,6,4,6,6,6,6
Ashy-headed Greenlet,6,2,6,6,6,6
Scrub Greenlet,6,1,6,6,6,6
Gray-chested Greenlet,6,2,6,6,6,6
Brown-headed Greenlet,6,3,6,6,6,6
Lemon-chested Greenlet,6,2,6,6,6,6
Chestnut-sided Shrike-Vireo,2,6,6,6,6,6
Green Shrike-Vireo,3,6,6,6,6,6
Yellow-browed Shrike-Vireo,6,3,6,6,6,6
Slaty-capped Shrike-Vireo,6,1,6,6,6,6
Tawny-crowned Greenlet,2,2,6,6,6,6
Lesser Greenlet,1,2,6,6,6,6
Dusky-capped Greenlet,6,2,6,6,6,6
Buff-cheeked Greenlet,6,2,6,6,6,6
Golden-fronted Greenlet,6,2,6,6,6,6
Rufous-naped Greenlet,6,1,6,6,6,6
Golden Vireo,1,6,6,6,6,6
Blue Mountain Vireo,6,6,6,6,6,6
Slaty Vireo,2,6,6,6,6,6
Black-capped Vireo,2,6,6,6,6,6
Dwarf Vireo,3,6,6,6,6,6
White-eyed Vireo,1,6,6,6,6,6
Thick-billed Vireo,4,6,6,6,6,6
Mangrove Vireo,1,4,6,6,6,6
Cozumel Vireo,2,6,6,6,6,6
San Andres Vireo,6,3,6,6,6,6
Jamaican Vireo,6,6,6,6,6,6
Cuban Vireo,5,6,6,6,6,6
Puerto Rican Vireo,6,6,6,6,6,6
Flat-billed Vireo,6,6,6,6,6,6
Bell's Vireo,1,6,6,6,6,6
Gray Vireo,2,6,6,6,6,6
Hutton's Vireo,1,6,6,6,6,6
Yellow-throated Vireo,1,2,6,6,6,6
Yellow-winged Vireo,6,6,6,6,6,6
Choco Vireo,6,3,6,6,6,6
Cassin's Vireo,1,6,6,6,6,6
Blue-headed Vireo,1,6,6,6,6,6
Plumbeous Vireo,1,6,6,6,6,6
Tepui Vireo,6,6,6,6,6,6
Philadelphia Vireo,1,5,6,6,6,6
Warbling Vireo,1,6,6,6,6,6
Brown-capped Vireo,2,1,6,6,6,6
Red-eyed Vireo,1,2,6,6,6,6
Chivi Vireo,6,1,6,6,6,6
Noronha Vireo,6,5,6,6,6,6
Yellow-green Vireo,3,2,6,6,6,6
Black-whiskered Vireo,2,3,6,6,6,6
Yucatan Vireo,5,6,6,6,6,6
Rusty Pitohui,6,6,6,3,6,3
White-bellied Pitohui,6,6,6,6,6,5
Sandstone Shrikethrush,6,6,6,6,6,3
Bower's Shrikethrush,6,6,6,6,6,1
Gray Shrikethrush,6,6,6,6,6,1
Sooty Shrikethrush,6,6,6,6,6,6
Variable Shrikethrush,6,6,6,6,6,3
Waigeo Shrikethrush,6,6,6,4,6,6
Mamberamo Shrikethrush,6,6,6,5,6,6
Sepik-Ramu Shrikethrush,6,6,6,6,6,4
Arafura Shrikethrush,6,6,6,3,6,2
Tagula Shrikethrush,6,6,6,6,6,6
Rufous Shrikethrush,6,6,6,6,6,1
Black Pitohui,6,6,6,3,6,4
Sangihe Whistler,6,6,6,6,6,6
Maroon-backed Whistler,6,6,6,5,6,6
Olive Whistler,6,6,6,6,6,1
Red-lored Whistler,6,6,6,6,6,3
Gilbert's Whistler,6,6,6,6,6,2
Bare-throated Whistler,6,6,6,4,6,6
Fawn-breasted Whistler,6,6,6,6,6,6
Regent Whistler,6,6,6,4,6,3
Vanuatu Whistler,6,6,6,6,6,6
Vogelkop Whistler,6,6,6,4,6,6
Sclater's Whistler,6,6,6,3,6,4
White-throated Fiji Whistler,6,6,6,6,6,3
Yellow-throated Fiji Whistler,6,6,6,6,6,3
Samoan Whistler,6,6,6,6,6,6
Tongan Whistler,6,6,6,6,6,6
New Caledonian Whistler,6,6,6,6,6,3
Guadalcanal Hooded Whistler,6,6,6,6,6,6
Bougainville Hooded Whistler,6,6,6,6,6,5
Bismarck Whistler,6,6,6,6,6,5
Louisiade Whistler,6,6,6,6,6,5
Nendo Whistler,6,6,6,6,6,6
Utupua Whistler,6,6,6,6,6,6
Vanikoro Whistler,6,6,6,6,6,6
Oriole Whistler,6,6,6,6,6,5
Rennell Whistler,6,6,6,6,6,6
Tenggara Whistler,6,6,6,2,6,6
Selayar Whistler,6,6,6,6,6,6
Moluccan Whistler,6,6,6,3,6,6
Babar Whistler,6,6,6,6,6,6
Black-chinned Whistler,6,6,6,3,6,6
Baliem Whistler,6,6,6,6,6,6
Golden Whistler,6,6,6,6,6,1
Black-tailed Whistler,6,6,6,5,6,2
Morningbird,6,6,6,6,6,6
Brown-backed Whistler,6,6,6,6,6,4
Lorentz's Whistler,6,6,6,6,6,6
Golden-backed Whistler,6,6,6,6,6,6
Yellow-bellied Whistler,6,6,6,6,6,6
Bornean Whistler,6,6,6,5,6,6
Sulphur-bellied Whistler,6,6,6,3,6,6
Mangrove Whistler,6,6,6,1,6,6
Green-backed Whistler,6,6,6,6,6,6
White-vented Whistler,6,6,6,6,6,6
Island Whistler,6,6,6,4,6,6
Biak Whistler,6,6,6,4,6,6
Rusty Whistler,6,6,6,5,6,6
Gray Whistler,6,6,6,3,6,1
Wallacean Whistler,6,6,6,4,6,6
Drab Whistler,6,6,6,3,6,6
White-bellied Whistler,6,6,6,6,6,5
Black-headed Whistler,6,6,6,6,6,4
Rufous Whistler,6,6,6,6,6,1
White-breasted Whistler,6,6,6,6,6,2
Hooded Pitohui,6,6,6,3,6,3
Raja Ampat Pitohui,6,6,6,6,6,6
Northern Variable Pitohui,6,6,6,6,6,6
Southern Variable Pitohui,6,6,6,6,6,5
Timor Oriole,6,6,6,3,6,6
Wetar Oriole,6,6,6,6,6,6
Buru Oriole,6,6,6,4,6,6
Tanimbar Oriole,6,6,6,4,6,6
Seram Oriole,6,6,6,4,6,6
Halmahera Oriole,6,6,6,5,6,6
Brown Oriole,6,6,6,3,6,3
Olive-backed Oriole,6,6,6,6,6,1
Green Oriole,6,6,6,6,6,1
Dark-throated Oriole,6,6,6,2,6,6
Ventriloquial Oriole,6,6,6,6,6,6
White-lored Oriole,6,6,6,6,6,6
Philippine Oriole,6,6,6,6,6,6
Isabela Oriole,6,6,6,6,6,6
Eurasian Golden Oriole,6,6,2,4,2,6
Indian Golden Oriole,6,6,6,1,6,6
African Golden Oriole,6,6,3,6,6,6
Black-naped Oriole,6,6,6,1,6,6
Slender-billed Oriole,6,6,6,2,6,6
Green-headed Oriole,6,6,3,6,6,6
Sao Tome Oriole,6,6,6,6,6,6
Western Black-headed Oriole,6,6,3,6,6,6
Ethiopian Black-headed Oriole,6,6,6,6,6,6
African Black-headed Oriole,6,6,1,6,6,6
Black-tailed Oriole,6,6,3,6,6,6
Black-winged Oriole,6,6,5,6,6,6
Black-hooded Oriole,6,6,6,1,6,6
Black Oriole,6,6,6,6,6,6
Black-and-crimson Oriole,6,6,6,3,6,6
Javan Oriole,6,6,6,6,6,6
Maroon Oriole,6,6,6,1,6,6
Silver Oriole,6,6,6,5,6,6
Wetar Figbird,6,6,6,6,6,6
Green Figbird,6,6,6,3,6,6
Australasian Figbird,6,6,6,6,6,1
North Island Piopio,6,6,6,6,6,6
South Island Piopio,6,6,6,6,6,6
Black-breasted Boatbill,6,6,6,4,6,3
Yellow-breasted Boatbill,6,6,6,3,6,1
Ashy Woodswallow,6,6,6,1,6,6
Fiji Woodswallow,6,6,6,6,6,2
Ivory-backed Woodswallow,6,6,6,3,6,6
Great Woodswallow,6,6,6,6,6,3
White-breasted Woodswallow,6,6,6,1,6,1
Bismarck Woodswallow,6,6,6,6,6,5
Masked Woodswallow,6,6,6,6,6,1
White-browed Woodswallow,6,6,6,6,6,1
Black-faced Woodswallow,6,6,6,6,6,1
Dusky Woodswallow,6,6,6,6,6,1
Little Woodswallow,6,6,6,6,6,2
Mountain Peltops,6,6,6,4,6,5
Lowland Peltops,6,6,6,3,6,4
Black-backed Butcherbird,6,6,6,6,6,3
Gray Butcherbird,6,6,6,6,6,1
Silver-backed Butcherbird,6,6,6,6,6,2
Hooded Butcherbird,6,6,6,6,6,3
Tagula Butcherbird,6,6,6,6,6,6
Pied Butcherbird,6,6,6,6,6,1
Black Butcherbird,6,6,6,3,6,1
Australian Magpie,6,6,6,6,6,1
Pied Currawong,6,6,6,6,6,1
Black Currawong,6,6,6,6,6,1
Gray Currawong,6,6,6,6,6,1
Mottled Berryhunter,6,6,6,4,6,4
White-tailed Shrike,6,6,6,6,6,6
Chestnut Wattle-eye,6,6,4,6,6,6
West African Wattle-eye,6,6,6,6,6,6
White-spotted Wattle-eye,6,6,6,6,6,6
Brown-throated Wattle-eye,6,6,2,6,6,6
White-fronted Wattle-eye,6,6,6,6,6,6
Black-throated Wattle-eye,6,6,2,6,6,6
Banded Wattle-eye,6,6,6,6,6,6
Red-cheeked Wattle-eye,6,6,6,6,6,6
Black-necked Wattle-eye,6,6,6,6,6,6
Jameson's Wattle-eye,6,6,3,6,6,6
Yellow-bellied Wattle-eye,6,6,3,6,6,6
Boulton's Batis,6,6,6,6,6,6
Short-tailed Batis,6,6,3,6,6,6
Dark Batis,6,6,4,6,6,6
Rwenzori Batis,6,6,6,6,6,6
Cape Batis,6,6,1,6,6,6
Malawi Batis,6,6,6,6,6,6
Woodwards' Batis,6,6,3,6,6,6
Chinspot Batis,6,6,1,6,6,6
Pale Batis,6,6,3,6,6,6
Pririt Batis,6,6,2,6,6,6
Senegal Batis,6,6,3,6,6,6
Gray-headed Batis,6,6,6,6,6,6
Western Black-headed Batis,6,6,4,6,6,6
Eastern Black-headed Batis,6,6,3,6,6,6
Pygmy Batis,6,6,2,6,6,6
Verreaux's Batis,6,6,6,6,6,6
Ituri Batis,6,6,6,6,6,6
Bioko Batis,6,6,6,6,6,6
West African Batis,6,6,6,6,6,6
Angola Batis,6,6,6,6,6,6
White-crested Helmetshrike,6,6,1,6,6,6
Gray-crested Helmetshrike,6,6,3,6,6,6
Yellow-crested Helmetshrike,6,6,6,6,6,6
Red-billed Helmetshrike,6,6,6,6,6,6
Rufous-bellied Helmetshrike,6,6,6,6,6,6
Retz's Helmetshrike,6,6,2,6,6,6
Angola Helmetshrike,6,6,6,6,6,6
Chestnut-fronted Helmetshrike,6,6,2,6,6,6
African Shrike-flycatcher,6,6,4,6,6,6
Black-and-white Shrike-flycatcher,6,6,4,6,6,6
Malabar Woodshrike,6,6,6,1,6,6
Large Woodshrike,6,6,6,1,6,6
Common Woodshrike,6,6,6,1,6,6
Sri Lanka Woodshrike,6,6,6,6,6,6
Bar-winged Flycatcher-shrike,6,6,6,1,6,6
Black-winged Flycatcher-shrike,6,6,6,2,6,6
Rufous-winged Philentoma,6,6,6,2,6,6
Maroon-breasted Philentoma,6,6,6,3,6,6
Archbold's Newtonia,6,6,6,6,6,6
Common Newtonia,6,6,6,6,6,6
Dark Newtonia,6,6,6,6,6,6
Red-tailed Newtonia,6,6,6,6,6,6
Tylas Vanga,6,6,6,6,6,6
Red-tailed Vanga,6,6,6,6,6,6
Red-shouldered Vanga,6,6,6,6,6,6
Nuthatch-Vanga,6,6,6,6,6,6
Chabert Vanga,6,6,6,6,6,6
Crossley's Vanga,6,6,6,6,6,6
Comoro Blue Vanga,6,6,6,6,6,6
Madagascar Blue Vanga,6,6,6,6,6,6
Hook-billed Vanga,6,6,6,6,6,6
Ward's Flycatcher,6,6,6,6,6,6
Rufous Vanga,6,6,6,6,6,6
Helmet Vanga,6,6,6,6,6,6
Bernier's Vanga,6,6,6,6,6,6
Sickle-billed Vanga,6,6,6,6,6,6
White-headed Vanga,6,6,6,6,6,6
Pollen's Vanga,6,6,6,6,6,6
Lafresnaye's Vanga,6,6,6,6,6,6
Van Dam's Vanga,6,6,6,6,6,6
Bornean Bristlehead,6,6,6,6,6,6
Common Iora,6,6,6,1,6,6
White-tailed Iora,6,6,6,2,6,6
Green Iora,6,6,6,2,6,6
Great Iora,6,6,6,2,6,6
Brubru,6,6,1,6,6,6
Northern Puffback,6,6,3,6,6,6
Pringle's Puffback,6,6,3,6,6,6
Black-backed Puffback,6,6,1,6,6,6
Red-eyed Puffback,6,6,6,6,6,6
Pink-footed Puffback,6,6,3,6,6,6
Sabine's Puffback,6,6,6,6,6,6
Marsh Tchagra,6,6,5,6,6,6
Black-crowned Tchagra,6,6,1,6,4,6
Brown-crowned Tchagra,6,6,1,6,6,6
Three-streaked Tchagra,6,6,3,6,6,6
Southern Tchagra,6,6,2,6,6,6
Red-naped Bushshrike,6,6,4,6,6,6
Coastal Boubou,6,6,5,6,6,6
Lühder's Bushshrike,6,6,3,6,6,6
Braun's Bushshrike,6,6,6,6,6,6
Gabela Bushshrike,6,6,6,6,6,6
Turati's Boubou,6,6,6,6,6,6
Ethiopian Boubou,6,6,6,6,6,6
Tropical Boubou,6,6,1,6,6,6
Zanzibar Boubou,6,6,2,6,6,6
Gabon Boubou,6,6,6,6,6,6
Southern Boubou,6,6,1,6,6,6
Yellow-crowned Gonolek,6,6,2,6,6,6
Black-headed Gonolek,6,6,2,6,6,6
Crimson-breasted Gonolek,6,6,2,6,6,6
Papyrus Gonolek,6,6,4,6,6,6
Yellow-breasted Boubou,6,6,6,6,6,6
Slate-colored Boubou,6,6,1,6,6,6
Lowland Sooty Boubou,6,6,6,6,6,6
Willard's Sooty Boubou,6,6,6,6,6,6
Western Boubou,6,6,6,6,6,6
Albertine Boubou,6,6,6,6,6,6
Fülleborn's Boubou,6,6,3,6,6,6
Rosy-patched Bushshrike,6,6,1,6,6,6
Bokmakierie,6,6,1,6,6,6
Four-colored Bushshrike,6,6,2,6,6,6
Doherty's Bushshrike,6,6,5,6,6,6
Gray-green Bushshrike,6,6,3,6,6,6
Sulphur-breasted Bushshrike,6,6,1,6,6,6
Olive Bushshrike,6,6,2,6,6,6
Many-colored Bushshrike,6,6,6,6,6,6
Black-fronted Bushshrike,6,6,2,6,6,6
Mount Kupe Bushshrike,6,6,6,6,6,6
Fiery-breasted Bushshrike,6,6,6,6,6,6
Lagden's Bushshrike,6,6,6,6,6,6
Green-breasted Bushshrike,6,6,6,6,6,6
Gray-headed Bushshrike,6,6,1,6,6,6
Monteiro's Bushshrike,6,6,6,6,6,6
Uluguru Bushshrike,6,6,6,6,6,6
Drongo Fantail,6,6,6,4,6,5
Cerulean Flycatcher,6,6,6,6,6,6
Taveuni Silktail,6,6,6,6,6,4
Natewa Silktail,6,6,6,6,6,5
Black Fantail,6,6,6,3,6,3
Black-and-cinnamon Fantail,6,6,6,6,6,6
Mindanao Blue-Fantail,6,6,6,6,6,6
Visayan Blue-Fantail,6,6,6,6,6,6
Tablas Fantail,6,6,6,6,6,6
Visayan Fantail,6,6,6,6,6,6
Blue-headed Fantail,6,6,6,6,6,6
Spotted Fantail,6,6,6,3,6,6
Cinnamon-tailed Fantail,6,6,6,4,6,6
White-winged Fantail,6,6,6,6,6,5
White-gorgeted Fantail,6,6,6,6,6,6
Northern Fantail,6,6,6,2,6,1
Brown-capped Fantail,6,6,6,3,6,6
Sooty Thicket-Fantail,6,6,6,3,6,5
Black Thicket-Fantail,6,6,6,5,6,6
White-bellied Thicket-Fantail,6,6,6,3,6,5
Willie-wagtail,6,6,6,2,6,1
Malaysian Pied-Fantail,6,6,6,1,6,6
Philippine Pied-Fantail,6,6,6,6,6,6
White-throated Fantail,6,6,6,1,6,6
Spot-breasted Fantail,6,6,6,1,6,6
Rufous-tailed Fantail,6,6,6,3,6,6
White-bellied Fantail,6,6,6,3,6,6
White-browed Fantail,6,6,6,1,6,6
Rufous-backed Fantail,6,6,6,4,6,4
Dimorphic Fantail,6,6,6,4,6,4
Bismarck Fantail,6,6,6,6,6,5
Mussau Fantail,6,6,6,6,6,6
Malaita Fantail,6,6,6,6,6,6
Sulawesi Fantail,6,6,6,3,6,6
Peleng Fantail,6,6,6,6,6,6
Taliabu Fantail,6,6,6,5,6,6
Tawny-backed Fantail,6,6,6,5,6,6
Streak-breasted Fantail,6,6,6,4,6,6
Long-tailed Fantail,6,6,6,5,6,6
Palau Fantail,6,6,6,6,6,6
Manus Fantail,6,6,6,6,6,6
Supertramp Fantail,6,6,6,2,6,6
Arafura Fantail,6,6,6,6,6,3
Gilolo Fantail,6,6,6,6,6,6
Australian Rufous Fantail,6,6,6,6,6,1
Louisiade Fantail,6,6,6,6,6,5
Santa Cruz Fantail,6,6,6,6,6,6
Micronesian Rufous Fantail,6,6,6,6,6,6
Solomons Rufous Fantail,6,6,6,6,6,5
Pohnpei Fantail,6,6,6,6,6,6
Friendly Fantail,6,6,6,3,6,3
Chestnut-bellied Fantail,6,6,6,4,6,3
Bougainville Fantail,6,6,6,6,6,5
Guadalcanal Fantail,6,6,6,6,6,6
Vanuatu Streaked Fantail,6,6,6,6,6,6
Fiji Streaked Fantail,6,6,6,6,6,3
New Caledonian Streaked Fantail,6,6,6,6,6,3
Dusky Fantail,6,6,6,6,6,6
Rennell Fantail,6,6,6,6,6,6
Kadavu Fantail,6,6,6,6,6,3
Samoan Fantail,6,6,6,6,6,6
Gray Fantail,6,6,6,6,6,1
Mangrove Fantail,6,6,6,6,6,2
New Zealand Fantail,6,6,6,6,6,1
Sharpe's Drongo,6,6,3,6,6,6
Square-tailed Drongo,6,6,1,6,6,6
Shining Drongo,6,6,5,6,6,6
Fork-tailed Drongo,6,6,1,6,6,6
Velvet-mantled Drongo,6,6,6,6,6,6
Aldabra Drongo,6,6,6,6,6,6
Grande Comore Drongo,6,6,6,6,6,6
Crested Drongo,6,6,6,6,6,6
Mayotte Drongo,6,6,6,6,6,6
Black Drongo,6,6,6,1,6,6
Ashy Drongo,6,6,6,1,6,6
White-bellied Drongo,6,6,6,1,6,6
Crow-billed Drongo,6,6,6,2,6,6
Bronzed Drongo,6,6,6,1,6,6
Lesser Racket-tailed Drongo,6,6,6,1,6,6
Hair-crested Drongo,6,6,6,1,6,6
Short-tailed Drongo,6,6,6,6,6,6
Palawan Drongo,6,6,6,6,6,6
Balicassiao,6,6,6,6,6,6
Sulawesi Drongo,6,6,6,3,6,6
Sumatran Drongo,6,6,6,6,6,6
Wallacean Drongo,6,6,6,3,6,6
Ribbon-tailed Drongo,6,6,6,6,6,5
Spangled Drongo,6,6,6,3,6,1
Tablas Drongo,6,6,6,6,6,6
Andaman Drongo,6,6,6,2,6,6
Greater Racket-tailed Drongo,6,6,6,1,6,6
Sri Lanka Drongo,6,6,6,6,6,6
Halmahera Paradise-crow,6,6,6,3,6,6
Obi Paradise-crow,6,6,6,5,6,6
Trumpet Manucode,6,6,6,4,6,3
Curl-crested Manucode,6,6,6,6,6,4
Crinkle-collared Manucode,6,6,6,4,6,4
Jobi Manucode,6,6,6,5,6,6
Glossy-mantled Manucode,6,6,6,2,6,3
King-of-Saxony Bird-of-Paradise,6,6,6,6,6,3
Carola's Parotia,6,6,6,6,6,5
Bronze Parotia,6,6,6,6,6,6
Western Parotia,6,6,6,3,6,6
Wahnes's Parotia,6,6,6,6,6,5
Lawes's Parotia,6,6,6,6,6,5
Eastern Parotia,6,6,6,6,6,5
Twelve-wired Bird-of-Paradise,6,6,6,3,6,5
Black-billed Sicklebill,6,6,6,4,6,5
Pale-billed Sicklebill,6,6,6,6,6,6
Standardwing Bird-of-Paradise,6,6,6,4,6,6
Vogelkop Lophorina,6,6,6,3,6,6
Greater Lophorina,6,6,6,5,6,3
Lesser Lophorina,6,6,6,6,6,5
Paradise Riflebird,6,6,6,6,6,2
Victoria's Riflebird,6,6,6,6,6,1
Magnificent Riflebird,6,6,6,3,6,3
Growling Riflebird,6,6,6,6,6,3
Black Sicklebill,6,6,6,6,6,5
Brown Sicklebill,6,6,6,6,6,3
Long-tailed Paradigalla,6,6,6,4,6,6
Short-tailed Paradigalla,6,6,6,6,6,4
Splendid Astrapia,6,6,6,6,6,5
Arfak Astrapia,6,6,6,6,6,6
Huon Astrapia,6,6,6,6,6,5
Stephanie's Astrapia,6,6,6,6,6,3
